CUSTOMER_CODE|WEEK_ID|REVENUE
Cust1|201501|0.0
Cust1|201502|284194.1
Cust1|201503|591105.38
Cust1|201504|230377.56
Cust1|201505|233106.22
Cust1|201506|642460.76
Cust1|201507|441891.09
Cust1|201508|306801.96
Cust1|201509|99172.28
Cust1|201510|524748.94
Cust1|201511|202019.84
Cust1|201512|262368.33
Cust1|201513|16845.23
Cust1|201514|35174.38
Cust1|201515|419666.77
Cust1|201516|70086.32
Cust1|201517|67078.89
Cust1|201518|155637.71
Cust1|201519|600279.23
Cust1|201520|171455.15
Cust1|201521|111721.85
Cust1|201522|706192.92
Cust1|201523|99007.49
Cust1|201524|331188.74
Cust1|201525|107642.43
Cust1|201526|547260.01
Cust1|201527|135721.63
Cust1|201528|271218.78
Cust1|201529|84400.59
Cust1|201530|358303.2
Cust1|201531|184910.78
Cust1|201532|175107.96
Cust1|201533|230971.02
Cust1|201534|159705.52
Cust1|201535|87132.67
Cust1|201536|275366.46
Cust1|201537|55565.16
Cust1|201538|74972.76
Cust1|201539|83662.31
Cust1|201540|512991.07
Cust1|201541|56833.36
Cust1|201542|375586.28
Cust1|201543|506995.18
Cust1|201544|46503.18
Cust1|201545|371674.28
Cust1|201546|230973.31
Cust1|201547|202407.73
Cust1|201548|508175.51
Cust1|201549|318756.47
Cust1|201550|640966.22
Cust1|201551|326812.26
Cust1|201552|686046.57
Cust1|201601|343076.94
Cust1|201602|433425.75
Cust1|201603|530239.63
Cust1|201604|132389.17
Cust1|201605|555003.46
Cust1|201606|799608.14
Cust1|201607|180613.37
Cust1|201608|728922.66
Cust1|201609|123998.16
Cust1|201610|398199.2
Cust1|201611|333330.58
Cust1|201612|272463.21
Cust1|201613|103069.76
Cust1|201614|55680.37
Cust1|201615|459436.23
Cust1|201616|58399.37
Cust1|201617|75340.06
Cust1|201618|81356.65
Cust1|201619|478694.15
Cust1|201620|276218.12
Cust1|201621|915389.74
Cust1|201622|125043.92
Cust1|201623|474574.51
Cust1|201624|133234.09
Cust1|201625|208980.37
Cust1|201626|212221.08
Cust1|201627|457624.42
Cust1|201628|240300.61
Cust1|201629|107799.84
Cust1|201630|508583.1
Cust1|201631|275414.79
Cust1|201632|363891.38
Cust1|201633|93588.3
Cust1|201634|388195.91
Cust1|201635|165429.11
Cust1|201636|114308.28
Cust1|201637|305925.48
Cust1|201638|104606.14
Cust1|201639|83459.41
Cust1|201640|539644.61
Cust1|201641|69307.8
Cust1|201642|620481.43
Cust1|201643|113578.88
Cust1|201644|113254.68
Cust1|201645|777625.16
Cust1|201646|288834.55
Cust1|201647|279985.41
Cust1|201648|533364.29
Cust1|201649|210702.18
Cust1|201650|753702.04
Cust1|201651|302230.5
Cust1|201652|482443.02
Cust1|201653|775912.59
Cust1|201701|248458.45
Cust1|201702|718951.68
Cust1|201703|487067.55
Cust1|201704|433242.48
Cust1|201705|895918.21
Cust1|201706|177044.59
Cust1|201707|806712.77
Cust1|201708|199794.03
Cust1|201709|712107.1
Cust1|201710|502555.91
Cust1|201711|215115.29
Cust1|201712|157169.37
Cust1|201713|370273.5
Cust1|201714|55359.28
Cust1|201715|92155.65
Cust1|201716|86506.84
Cust1|201717|177801.32
Cust1|201718|250926.99
Cust1|201719|337335.21
Cust1|201720|422398.23
Cust1|201721|780127.87
Cust1|201722|677263.4
Cust1|201723|160636.64
Cust1|201724|141040.03
Cust1|201725|202534.78
Cust1|201726|642338.86
Cust1|201727|615493.0
Cust1|201728|176734.39
Cust1|201729|328508.35
Cust1|201730|560699.02
Cust1|201731|450660.33
Cust1|201732|126867.47
Cust1|201733|424249.07
Cust1|201734|142607.71
Cust1|201735|104938.16
Cust1|201736|379364.68
Cust1|201737|126653.62
Cust1|201738|45448.72
Cust1|201739|438244.36
Cust1|201740|17540.7
Cust1|201741|763084.25
Cust1|201742|11828.0
Cust1|201743|1607.61
Cust1|201744|452751.26
Cust1|201745|296768.43
Cust1|201746|185001.49
Cust1|201747|289789.99
Cust1|201748|684397.83
Cust1|201749|66450.84
Cust1|201750|144002.36
Cust1|201751|279648.33
Cust1|201752|759598.53
Cust1|201801|43.09
Cust2|201501|0.0
Cust2|201502|3630.29
Cust2|201503|3000.0
Cust2|201504|9027.62
Cust2|201505|2300.0
Cust2|201506|4847.76
Cust2|201507|3550.07
Cust2|201508|2000.0
Cust2|201509|4528.88
Cust2|201510|4493.1
Cust2|201511|1500.0
Cust2|201512|8550.99
Cust2|201513|2000.0
Cust2|201514|0.0
Cust2|201515|17035.68
Cust2|201516|4397.95
Cust2|201517|7217.22
Cust2|201518|2500.0
Cust2|201519|14582.24
Cust2|201520|5390.95
Cust2|201521|6126.21
Cust2|201522|2553.56
Cust2|201523|9804.73
Cust2|201524|3000.0
Cust2|201525|11277.23
Cust2|201526|3000.0
Cust2|201527|4484.86
Cust2|201528|5767.94
Cust2|201529|2001.34
Cust2|201530|6411.89
Cust2|201531|4074.6
Cust2|201532|7270.85
Cust2|201533|2500.0
Cust2|201534|5270.81
Cust2|201535|1075.0
Cust2|201536|3603.7
Cust2|201537|2500.0
Cust2|201538|3000.0
Cust2|201539|16774.64
Cust2|201540|3067.06
Cust2|201541|3000.0
Cust2|201542|4937.04
Cust2|201543|2002.67
Cust2|201544|13101.74
Cust2|201545|4082.13
Cust2|201546|2010.0
Cust2|201547|7146.95
Cust2|201548|3000.0
Cust2|201549|3139.18
Cust2|201550|8177.01
Cust2|201551|2002.05
Cust2|201552|5503.01
Cust2|201601|3497.95
Cust2|201602|9899.89
Cust2|201603|3000.0
Cust2|201604|9018.85
Cust2|201605|2502.04
Cust2|201606|6763.98
Cust2|201607|2000.0
Cust2|201608|2000.0
Cust2|201609|4911.89
Cust2|201610|3834.53
Cust2|201611|2000.0
Cust2|201612|7837.41
Cust2|201613|2000.0
Cust2|201614|1000.0
Cust2|201615|18455.85
Cust2|201616|3000.0
Cust2|201617|7219.56
Cust2|201618|3000.0
Cust2|201619|15806.9
Cust2|201620|4000.0
Cust2|201621|6362.92
Cust2|201622|4000.0
Cust2|201623|8700.64
Cust2|201624|4000.0
Cust2|201625|10017.23
Cust2|201626|13478.88
Cust2|201627|3000.0
Cust2|201628|7937.18
Cust2|201629|3000.0
Cust2|201630|6226.6
Cust2|201631|3000.0
Cust2|201632|8463.6
Cust2|201633|2000.0
Cust2|201634|6269.21
Cust2|201635|3000.0
Cust2|201636|6628.47
Cust2|201637|3198.83
Cust2|201638|2000.0
Cust2|201639|17233.06
Cust2|201640|4062.98
Cust2|201641|2000.0
Cust2|201642|6242.32
Cust2|201643|2000.0
Cust2|201644|17635.77
Cust2|201645|3025.0
Cust2|201646|2000.0
Cust2|201647|6964.52
Cust2|201648|3000.0
Cust2|201649|3025.77
Cust2|201650|9911.0
Cust2|201651|8172.28
Cust2|201652|6399.38
Cust2|201653|2500.0
Cust2|201701|13101.35
Cust2|201702|2000.0
Cust2|201703|8878.62
Cust2|201704|3010.0
Cust2|201705|6369.99
Cust2|201706|3000.0
Cust2|201707|3000.0
Cust2|201708|5512.27
Cust2|201709|2919.59
Cust2|201710|3000.0
Cust2|201711|9390.59
Cust2|201712|2010.0
Cust2|201713|1525.0
Cust2|201714|20253.25
Cust2|201715|3000.0
Cust2|201716|7363.3
Cust2|201717|3000.0
Cust2|201718|20197.71
Cust2|201719|3000.0
Cust2|201720|6429.36
Cust2|201721|4000.0
Cust2|201722|10521.61
Cust2|201723|3000.0
Cust2|201724|11467.53
Cust2|201725|10162.33
Cust2|201726|2500.0
Cust2|201727|7857.18
Cust2|201728|4000.0
Cust2|201729|7213.25
Cust2|201730|2010.0
Cust2|201731|9540.28
Cust2|201732|4808.08
Cust2|201733|5938.5
Cust2|201734|3168.85
Cust2|201735|9553.11
Cust2|201736|2761.82
Cust2|201737|2649.82
Cust2|201738|19889.96
Cust2|201739|3727.92
Cust2|201740|1818.0
Cust2|201741|6042.74
Cust2|201742|2866.83
Cust2|201743|17717.22
Cust2|201744|3078.29
Cust2|201745|2225.73
Cust2|201746|6952.2
Cust2|201747|2335.63
Cust2|201748|4149.28
Cust2|201749|9685.07
Cust2|201750|12457.86
Cust2|201751|6333.56
Cust2|201752|2613.43
Cust2|201801|0.0
Cust3|201501|0.0
Cust3|201502|3751.17
Cust3|201503|3634.85
Cust3|201504|2419.42
Cust3|201505|2203.86
Cust3|201506|7299.03
Cust3|201507|3198.04
Cust3|201508|3453.89
Cust3|201509|2952.3
Cust3|201510|5969.8
Cust3|201511|10663.59
Cust3|201512|10206.31
Cust3|201513|4075.47
Cust3|201514|3015.17
Cust3|201515|4175.39
Cust3|201516|3348.81
Cust3|201517|7729.23
Cust3|201518|2028.78
Cust3|201519|4507.8
Cust3|201520|7395.55
Cust3|201521|3372.14
Cust3|201522|2659.88
Cust3|201523|2914.71
Cust3|201524|2925.93
Cust3|201525|3161.34
Cust3|201526|2810.7
Cust3|201527|23095.87
Cust3|201528|122785.16
Cust3|201529|102023.75
Cust3|201530|96594.34
Cust3|201531|102420.86
Cust3|201532|87851.14
Cust3|201533|98367.65
Cust3|201534|96441.75
Cust3|201535|100195.63
Cust3|201536|104889.31
Cust3|201537|94400.81
Cust3|201538|97093.82
Cust3|201539|108856.36
Cust3|201540|82853.05
Cust3|201541|78883.72
Cust3|201542|83110.9
Cust3|201543|73323.6
Cust3|201544|93412.54
Cust3|201545|57128.77
Cust3|201546|86971.8
Cust3|201547|57624.82
Cust3|201548|40888.44
Cust3|201549|28997.81
Cust3|201550|36009.97
Cust3|201551|39031.64
Cust3|201552|47209.78
Cust3|201601|41067.94
